Precinct,Burud_Pct,Rehmet_Pct,Dem_Vote_Change,Hancock_Pct,Wambsganss_Pct,Margin_2022,Margin_2026,Margin_Shift,hisp,nanglo,total,pct_hisp,pct_nonwhite,Shift_Direction,Shift_Code
1550,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,47,70,73,0.6438356164383562,0.958904109589041,No Change,0
1586,50.0,0,-50.0,50.0,0,0.0,0,0.0,8,32,32,0.25,1.0,Shift to Republicans,-1
1589,58.51063829787234,78.125,19.61436170212766,41.48936170212766,21.875,17.02127659574468,56.25,39.22872340425532,53,208,377,0.14058355437665782,0.5517241379310345,Shift to Democrats,1
1607,,0,,,0,,0,,0,0,0,,,Shift to Republicans,-1
1608,61.839863713798984,77.77777777777779,15.937914063978802,38.16013628620102,22.22222222222222,23.67972742759796,55.555555555555564,31.875828127957604,238,314,1158,0.20552677029360966,0.2711571675302245,Shift to Democrats,1
1610,44.44444444444444,62.5,18.055555555555557,55.55555555555556,37.5,-11.111111111111114,25.0,36.111111111111114,26,40,74,0.35135135135135137,0.5405405405405406,Shift to Democrats,1
1611,57.14285714285714,50.0,-7.142857142857139,42.857142857142854,50.0,14.285714285714285,0.0,-14.285714285714285,27,27,36,0.75,0.75,Shift to Republicans,-1
1617,52.63157894736842,71.42857142857143,18.796992481203013,47.368421052631575,28.57142857142857,5.2631578947368425,42.85714285714286,37.59398496240602,48,60,88,0.5454545454545454,0.6818181818181818,Shift to Democrats,1
1622,32.0,100.0,68.0,68.0,0.0,-36.0,100.0,136.0,22,40,62,0.3548387096774194,0.6451612903225806,Shift to Democrats,1
1623,,0,,,0,,0,,0,0,0,,,Shift to Republicans,-1
1625,,0,,,0,,0,,0,0,0,,,Shift to Republicans,-1
1633,50.0,66.66666666666666,16.666666666666657,50.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,41,44,75,0.5466666666666666,0.5866666666666667,Shift to Democrats,1
1672,,0,,,0,,0,,0,0,0,,,Shift to Republicans,-1
1674,,0,,,0,,0,,0,0,0,,,Shift to Republicans,-1
1677,73.33333333333333,97.22222222222221,23.888888888888886,26.666666666666668,2.7777777777777777,46.66666666666666,94.44444444444444,47.777777777777786,67,108,347,0.1930835734870317,0.3112391930835735,Shift to Democrats,1
1678,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,49,63,76,0.6447368421052632,0.8289473684210527,No Change,0
1679,,0,,,0,,0,,0,0,0,,,Shift to Republicans,-1
1684,54.44444444444444,82.0754716981132,27.631027253668762,45.55555555555556,17.92452830188679,8.888888888888886,64.15094339622641,55.262054507337524,189,222,633,0.2985781990521327,0.35071090047393366,Shift to Democrats,1
1701,52.49569707401033,77.58620689655173,25.0905098225414,47.50430292598967,22.413793103448278,4.99139414802066,55.17241379310345,50.18101964508279,379,1107,2077,0.18247472315840155,0.5329802599903707,Shift to Democrats,1
1714,68.95034569453175,78.93772893772893,9.987383243197186,31.04965430546826,21.062271062271062,37.90069138906349,57.87545787545787,19.97476648639438,1803,5019,6552,0.2751831501831502,0.7660256410256411,Shift to Democrats,1
1719,35.429638854296385,49.80544747081712,14.375808616520736,64.57036114570361,50.19455252918288,-29.14072229140723,-0.3891050583657574,28.751617233041472,536,1086,3917,0.13683941792187898,0.2772529997447026,Shift to Democrats,1
1722,56.540084388185655,69.23076923076923,12.690684842583572,43.459915611814345,30.76923076923077,13.080168776371309,38.46153846153845,25.381369685167144,160,380,626,0.25559105431309903,0.6070287539936102,Shift to Democrats,1
2026,45.412844036697244,64.28571428571429,18.872870249017048,54.58715596330275,35.714285714285715,-9.174311926605505,28.571428571428577,37.74574049803408,828,1209,3059,0.2706766917293233,0.39522719843085974,Shift to Democrats,1
2052,57.7449947312961,63.40579710144928,5.660802370153178,42.2550052687039,36.594202898550726,15.489989462592206,26.811594202898554,11.321604740306348,1256,5007,7856,0.159877800407332,0.637347250509165,Shift to Democrats,1
2058,85.71428571428571,100.0,14.285714285714292,14.285714285714285,0.0,71.42857142857142,100.0,28.571428571428584,17,28,62,0.27419354838709675,0.45161290322580644,Shift to Democrats,1
2148,68.93081761006289,75.0,6.069182389937112,31.069182389937104,25.0,37.861635220125784,50.0,12.138364779874216,5416,7444,8712,0.6216712580348944,0.8544536271808999,Shift to Democrats,1
2161,71.14337568058076,70.73170731707317,-0.4116683635075873,28.85662431941924,29.268292682926827,42.28675136116152,41.463414634146346,-0.8233367270151746,863,2994,4733,0.18233678428058314,0.6325797591379675,Shift to Republicans,-1
2190,47.368421052631575,47.5,0.1315789473684248,52.63157894736842,52.5,-5.2631578947368425,-5.0,0.2631578947368425,314,402,613,0.5122349102773246,0.6557911908646004,Shift to Democrats,1
2228,40.67340067340067,57.46691871455577,16.793518041155096,59.32659932659933,42.53308128544423,-18.653198653198658,14.933837429111534,33.58703608231019,358,860,2895,0.1236614853195164,0.2970639032815199,Shift to Democrats,1
2246,42.93193717277487,57.46268656716418,14.530749394389304,57.06806282722513,42.53731343283582,-14.136125654450254,14.925373134328353,29.061498788778607,174,372,1405,0.12384341637010676,0.26476868327402137,Shift to Democrats,1
2317,44.69200524246396,61.73913043478261,17.047125192318653,55.307994757536036,38.26086956521739,-10.61598951507208,23.47826086956522,34.0942503846373,316,644,1687,0.1873147599288678,0.3817427385892116,Shift to Democrats,1
2655,60.0,65.75342465753424,5.753424657534239,40.0,34.24657534246575,20.0,31.506849315068486,11.506849315068486,764,1560,2343,0.32607767819035427,0.6658130601792573,Shift to Democrats,1
2656,68.57142857142857,63.63636363636363,-4.935064935064936,31.428571428571427,36.36363636363637,37.14285714285714,27.272727272727266,-9.870129870129873,182,280,411,0.44282238442822386,0.681265206812652,Shift to Republicans,-1
2657,25.0,100.0,75.0,75.0,0.0,-50.0,100.0,150.0,20,80,102,0.19607843137254902,0.7843137254901961,Shift to Democrats,1
2670,56.36363636363636,73.33333333333333,16.96969696969697,43.63636363636363,26.666666666666668,12.727272727272727,46.66666666666666,33.93939393939393,132,203,306,0.43137254901960786,0.6633986928104575,Shift to Democrats,1
2743,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,13,22,30,0.43333333333333335,0.7333333333333333,No Change,0
2744,56.287425149700596,60.526315789473685,4.238890639773089,43.712574850299404,39.473684210526315,12.574850299401191,21.05263157894737,8.477781279546178,411,651,898,0.4576837416481069,0.7249443207126949,Shift to Democrats,1
3032,38.23529411764706,61.40350877192983,23.16821465428277,61.76470588235294,38.59649122807017,-23.529411764705884,22.807017543859658,46.33642930856554,637,965,2230,0.28565022421524666,0.4327354260089686,Shift to Democrats,1
3039,26.618049225159524,35.41666666666667,8.798617441507147,73.38195077484048,64.58333333333334,-46.76390154968095,-29.16666666666667,17.59723488301428,141,472,2355,0.05987261146496815,0.20042462845010617,Shift to Democrats,1
3040,30.69926094371802,48.205128205128204,17.505867261410184,69.30073905628198,51.7948717948718,-38.60147811256397,-3.5897435897435983,35.01173452282037,644,1417,4932,0.1305758313057583,0.2873073803730738,Shift to Democrats,1
3041,43.71108343711084,58.62884160756501,14.91775817045417,56.28891656288917,41.371158392434985,-12.577833125778334,17.257683215130022,29.835516340908356,2309,4193,8156,0.2831044629720451,0.5141000490436488,Shift to Democrats,1
3043,27.545195052331113,46.855345911949684,19.31015085961857,72.45480494766888,53.144654088050316,-44.909609895337766,-6.289308176100633,38.62030171923713,210,300,1351,0.15544041450777202,0.22205773501110287,Shift to Democrats,1
3049,29.181141439205955,43.437077131258455,14.2559356920525,70.81885856079404,56.56292286874154,-41.63771712158808,-13.125845737483083,28.511871384105,447,935,4034,0.11080813088745661,0.23177987109568665,Shift to Democrats,1
3054,36.078998073217726,54.41741357234315,18.338415499125425,63.921001926782274,45.58258642765685,-27.84200385356455,8.834827144686301,36.67683099825085,826,1756,5502,0.15012722646310434,0.31915667030170847,Shift to Democrats,1
3063,31.961471103327494,45.642201834862384,13.68073073153489,68.0385288966725,54.357798165137616,-36.077057793345006,-8.715596330275233,27.361461463069773,360,615,2338,0.15397775876817793,0.2630453378956373,Shift to Democrats,1
3072,26.97947214076246,42.503863987635235,15.524391846872774,73.02052785923753,57.496136012364765,-46.04105571847507,-14.99227202472953,31.04878369374554,276,736,3497,0.07892479267943953,0.21046611381183872,Shift to Democrats,1
3131,33.909287257019436,51.465798045602604,17.556510788583168,66.09071274298056,48.534201954397396,-32.18142548596112,2.9315960912052077,35.11302157716633,752,1252,3106,0.2421120412105602,0.40309079201545395,Shift to Democrats,1
3139,44.61538461538462,57.14285714285714,12.527472527472518,55.38461538461539,42.857142857142854,-10.769230769230766,14.285714285714285,25.05494505494505,869,1420,2756,0.3153120464441219,0.5152394775036284,Shift to Democrats,1
3140,32.64503441494592,52.57142857142857,19.92639415648265,67.35496558505409,47.42857142857143,-34.70993117010817,5.142857142857139,39.85278831296531,567,921,2860,0.19825174825174824,0.322027972027972,Shift to Democrats,1
3152,25.0,40.0,15.0,75.0,60.0,-50.0,-20.0,30.0,11,20,71,0.15492957746478872,0.28169014084507044,Shift to Democrats,1
3156,30.73351903435469,44.32432432432433,13.59080528996964,69.26648096564531,55.67567567567567,-38.53296193129063,-11.35135135135134,27.18161057993929,305,600,2187,0.13946044810242342,0.27434842249657065,Shift to Democrats,1
3157,46.60377358490566,63.862928348909655,17.259154764003995,53.39622641509434,36.13707165109034,-6.7924528301886795,27.725856697819317,34.518309528008,1273,2346,4688,0.2715443686006826,0.5004266211604096,Shift to Democrats,1
3164,37.85425101214575,53.380782918149464,15.526531906003711,62.145748987854255,46.619217081850536,-24.291497975708502,6.761565836298928,31.05306381200743,1139,1622,3752,0.30357142857142855,0.43230277185501065,Shift to Democrats,1
3166,50.270758122743686,62.84722222222222,12.576464099478535,49.72924187725632,37.15277777777778,0.5415162454873652,25.694444444444443,25.152928198957078,2737,4886,7236,0.37824765063571036,0.6752349364289663,Shift to Democrats,1
3172,41.30434782608695,60.0,18.695652173913047,58.69565217391305,40.0,-17.391304347826093,20.0,37.39130434782609,1356,2367,5120,0.26484375,0.4623046875,Shift to Democrats,1
3176,40.83424807903403,62.00345423143351,21.169206152399475,59.16575192096597,37.99654576856649,-18.331503841931934,24.006908462867017,42.33841230479895,1640,3067,6482,0.25300833076211043,0.47315643319962974,Shift to Democrats,1
3177,27.365079365079364,41.95804195804196,14.592962592962596,72.63492063492063,58.04195804195804,-45.269841269841265,-16.08391608391608,29.185925185925186,393,795,3323,0.11826662654228107,0.23924164911224796,Shift to Democrats,1
3185,,0,,,0,,0,,0,0,0,,,Shift to Republicans,-1
3187,37.223587223587224,62.13235294117647,24.908765717589247,62.77641277641277,37.86764705882353,-25.552825552825546,24.264705882352942,49.81753143517849,625,1033,2661,0.23487410747839157,0.3881999248402856,Shift to Democrats,1
3192,25.930680359435172,36.855670103092784,10.924989743657612,74.06931964056483,63.144329896907216,-48.138639281129656,-26.288659793814432,21.849979487315224,165,388,1338,0.12331838565022421,0.28998505231689087,Shift to Democrats,1
3194,40.19417475728155,57.67918088737202,17.48500613009047,59.80582524271845,42.32081911262799,-19.611650485436897,15.358361774744033,34.97001226018093,1425,1976,4272,0.3335674157303371,0.46254681647940077,Shift to Democrats,1
3196,34.11420204978038,51.594746716697934,17.480544666917552,65.88579795021961,48.405253283302066,-31.77159590043923,3.1894934333958673,34.9610893338351,334,654,2739,0.12194231471339904,0.23877327491785322,Shift to Democrats,1
3200,41.95535026943803,57.11252653927813,15.1571762698401,58.04464973056197,42.88747346072187,-16.089299461123943,14.225053078556257,30.3143525396802,611,1528,3877,0.1575960794428682,0.3941191643022956,Shift to Democrats,1
3209,25.753899480069325,40.053763440860216,14.29986396079089,74.24610051993068,59.946236559139784,-48.49220103986136,-19.892473118279568,28.59972792158179,466,1039,5028,0.09268098647573587,0.20664280031821797,Shift to Democrats,1
3212,45.9375,53.898305084745765,7.960805084745765,54.0625,46.101694915254235,-8.125,7.7966101694915295,15.92161016949153,522,1797,3742,0.13949759486905397,0.480224478888295,Shift to Democrats,1
3213,44.01260504201681,66.006600660066,21.99399561804919,55.98739495798319,33.993399339933994,-11.974789915966383,32.013201320132005,43.98799123609839,905,1211,3106,0.2913715389568577,0.38989053444945265,Shift to Democrats,1
3214,37.989556135770236,55.28455284552846,17.294996709758223,62.01044386422977,44.71544715447154,-24.020887728459535,10.569105691056919,34.58999341951645,1025,2217,4911,0.2087151293015679,0.451435552840562,Shift to Democrats,1
3215,30.830324909747294,45.77603143418468,14.945706524437387,69.1696750902527,54.223968565815326,-38.339350180505406,-8.447937131630646,29.89141304887476,417,897,3199,0.13035323538605814,0.2804001250390747,Shift to Democrats,1
3240,40.131578947368425,59.008264462809926,18.8766855154415,59.86842105263158,40.99173553719008,-19.736842105263158,18.016528925619845,37.753371030883,1348,2830,5763,0.23390595176123546,0.49106368211001217,Shift to Democrats,1
3247,50.06501950585176,58.68544600938967,8.620426503537914,49.93498049414825,41.31455399061033,0.1300390117035093,17.370892018779344,17.240853007075835,843,2765,4387,0.1921586505584682,0.6302712559835879,Shift to Democrats,1
3248,30.45141545524101,47.071129707112966,16.619714251871958,69.54858454475898,52.928870292887034,-39.097169089517976,-5.857740585774067,33.23942850374391,457,1135,5125,0.08917073170731707,0.22146341463414634,Shift to Democrats,1
3254,44.26229508196721,59.516616314199396,15.254321232232186,55.73770491803278,40.483383685800604,-11.475409836065573,19.033232628398792,30.508642464464366,899,2020,4203,0.21389483702117534,0.48060908874613373,Shift to Democrats,1
3282,34.994807892004154,56.547619047619044,21.55281115561489,65.00519210799584,43.452380952380956,-30.010384215991685,13.095238095238088,43.10562231122977,412,730,2456,0.16775244299674266,0.2972312703583062,Shift to Democrats,1
3286,18.27338129496403,27.27272727272727,8.999345977763241,81.72661870503597,72.72727272727273,-63.45323741007195,-45.45454545454547,17.998691955526482,69,439,1431,0.04821802935010482,0.30677847658979734,Shift to Democrats,1
3287,37.8988326848249,54.52196382428941,16.623131139464505,62.1011673151751,45.47803617571059,-24.202334630350194,9.043927648578816,33.24626227892901,974,1648,4264,0.22842401500938087,0.38649155722326456,Shift to Democrats,1
3289,31.87869822485207,52.16284987277354,20.284151647921473,68.12130177514793,47.837150127226465,-36.242603550295854,4.325699745547077,40.56830329584293,1694,2525,5269,0.32150313152400833,0.4792180679445815,Shift to Democrats,1
3324,35.34621578099839,58.65384615384615,23.30763037284776,64.65378421900161,41.34615384615385,-29.307568438003216,17.307692307692307,46.61526074569552,872,1551,4070,0.21425061425061426,0.3810810810810811,Shift to Democrats,1
3325,31.26984126984127,44.221105527638194,12.951264257796925,68.73015873015873,55.778894472361806,-37.46031746031747,-11.557788944723612,25.902528515593858,474,707,1763,0.2688598979013046,0.4010209869540556,Shift to Democrats,1
3326,43.54838709677419,69.04761904761905,25.49923195084486,56.451612903225815,30.952380952380953,-12.903225806451623,38.0952380952381,50.998463901689725,399,728,1822,0.21899012074643248,0.3995609220636663,Shift to Democrats,1
3327,38.88888888888889,53.266331658291456,14.377442769402563,61.111111111111114,46.733668341708544,-22.22222222222222,6.532663316582912,28.754885538805134,359,632,2059,0.174356483729966,0.30694511898980087,Shift to Democrats,1
3332,40.64516129032258,71.64948453608247,31.004323245759892,59.354838709677416,28.350515463917525,-18.70967741935484,43.298969072164944,62.008646491519784,1664,3399,6240,0.26666666666666666,0.5447115384615384,Shift to Democrats,1
3333,37.180544105523495,57.38942826321467,20.208884157691173,62.819455894476505,42.61057173678533,-25.63891178895301,14.778856526429337,40.41776831538235,921,2044,6048,0.15228174603174602,0.33796296296296297,Shift to Democrats,1
3334,45.744680851063826,59.15119363395226,13.406512782888434,54.25531914893617,40.84880636604775,-8.51063829787234,18.302387267904514,26.813025565776854,615,1529,3559,0.1728013486934532,0.42961506041022757,Shift to Democrats,1
3359,33.33333333333333,46.875,13.541666666666671,66.66666666666666,53.125,-33.33333333333333,-6.25,27.08333333333333,196,768,2930,0.06689419795221843,0.2621160409556314,Shift to Democrats,1
3363,29.481692819781262,42.142857142857146,12.661164323075884,70.51830718021873,57.85714285714286,-41.03661436043747,-15.714285714285715,25.322328646151753,110,171,858,0.1282051282051282,0.1993006993006993,Shift to Democrats,1
3364,44.857142857142854,53.551912568306015,8.694769711163161,55.14285714285714,46.44808743169399,-10.285714285714285,7.1038251366120235,17.38953942232631,353,939,1954,0.18065506653019447,0.4805527123848516,Shift to Democrats,1
3365,27.619387027797575,42.66426642664267,15.044879398845094,72.38061297220241,57.33573357335734,-44.76122594440484,-14.671467146714669,30.089758797690173,478,1119,5654,0.08454191722674213,0.19791298195967458,Shift to Democrats,1
3367,33.841754051477594,52.90697674418605,19.06522269270846,66.15824594852239,47.093023255813954,-32.3164918970448,5.8139534883721,38.1304453854169,341,636,2421,0.14085088806278398,0.26270136307311026,Shift to Democrats,1
3372,36.224489795918366,62.014134275618375,25.78964447970001,63.775510204081634,37.985865724381625,-27.551020408163268,24.02826855123675,51.57928895940002,1128,2663,6546,0.17231897341888175,0.40681332111212953,Shift to Democrats,1
3386,26.45241038318912,41.01449275362319,14.562082370434066,73.54758961681088,58.98550724637681,-47.095179233621764,-17.971014492753625,29.12416474086814,266,666,3206,0.08296943231441048,0.20773549594510293,Shift to Democrats,1
3387,25.81560283687943,43.16163410301954,17.346031266140105,74.18439716312056,56.838365896980456,-48.36879432624113,-13.676731793960919,34.69206253228021,325,556,2738,0.11869978086194302,0.20306793279766253,Shift to Democrats,1
3392,28.315649867374006,41.2037037037037,12.888053836329696,71.684350132626,58.79629629629629,-43.36870026525199,-17.592592592592588,25.7761076726594,330,699,3062,0.1077726975832789,0.22828216851730895,Shift to Democrats,1
